surveyid,form_language,answer_time_90,answer_time_median,survey_name,form_test,survey_duration,userid,seed,survey_end_time,form_lang,creative,form_wave,shortcode,answer_time_min,version,survey_start_time,survey_created,answer_time_75,alphabet,articles,breastfed,child_0-6,child_age,child_name,children_registered,concern_12mo,concern_3yo,concern_5yo,confidence_deal_emotions,confidence_respond_misbehave,consent,count_to_ten,cry_separated,decrease_stress,download_confirm_control,download_confirm_treatment,education,express_feelings,followup_permission,games,healthy_food_groups,hello_again,how_long_use,how_often_use,improve_family,intro_1,intro_1b_control,intro_1b_treatment,intro_3,joke_with_child,know_cog_dev,know_lang_dev,know_name_age,know_phys_dev,know_social_emotional_dev,know_when_vaccine,know_which_vaccine,language,laugh_together,location,lose_patience_punish,make_fun_of,meaning_of_no,movement,multiplication,name_colors,number_children,other_features,parent_age,parent_gender,parenting_stress_1,parenting_stress_2,past_24h_draw,past_24h_outside,past_24h_play,past_24h_read,past_24h_sing,past_24h_stories,payment_processing,personal_needs,physical_punishment,play_on_floor,relationship_to_child,say_name_age,scribble,simple_songs,sit_support,smile_around_child,snap_at_child,sort_pair,tell_story,thankyou_1,thankyou_early,thankyou_optout,thankyou_you_qualify,threaten,track_checkups,track_dev,track_growth,track_vax,using_bebbo,seed_2
d2f7f6b0-be86-470e-ab60-70e340728e2e,serbian,20.974,10.849,UNICEF Bebbo Serbia,,740.788,6106757869432211,1819788982,2023-05-09 11:02:20.486000+00:00,,Ad2_Serbia,0.0,bebborsbaseserb,7.056,3,2023-05-09 10:49:59.698000+00:00,2023-04-10 17:01:03.082+00:00,15.329,True,,,"Yes, more than 1",4 to 6 years,Vukasin,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Confident,Not confident,Yes,True,,No,,No,Secondary,,OK,,,,,,Yes,OK,,OK,OK,Strongly agree,True,True,True,True,True,,,Serbian,Strongly agree,Smaller cities,Strongly agree,Disagree,,,Wrong,True,3,,30,Woman,Most of the times,Most of the times,Yes,Yes,Yes,Yes,Yes,Yes,,Rarely,Agree,Disagree,Mother,,,True,,Strongly agree,Disagree,,True,,,,OK,Disagree,,,,,,1
eb53682b-8fd2-402f-ac70-a4b3b9056b38,,25.870600000000003,11.1345,UNICEF Bebbo Serbia,,41020.502,6108502382568469,3695193958,2023-06-14 10:01:08.890000+00:00,serbian,Ad3_Serbia,1.0,bebborsendeng,8.071,5,2023-06-13 22:37:28.388000+00:00,2023-06-01 17:32:18.599+00:00,16.664250000000003,True,Yes,,,2 to 4 years,Mario,1,,If the 3-year-old child cannot recognize 10 letters of the alphabet,If the 5-year-old child cannot count to ten,Confident,Confident,,Wrong,,Yes,,,,,OK,Yes,,,1-2 weeks,Once a day,Yes,,,,,Disagree,True,True,True,True,True,,,,Disagree,,Agree,Agree,,,Wrong,True,,Ne,,,Most of the times,Rarely,Yes,Yes,Yes,Yes,Yes,Yes,,Rarely,Do not agree,Disagree,Father,,,True,,Disagree,Strongly disagree,,True,,,,OK,Agree,Not sure,Yes,Yes,Yes,Yes,1
d2f7f6b0-be86-470e-ab60-70e340728e2e,serbian,30.73,14.103,UNICEF Bebbo Serbia,,41876.607,6108502382568469,3695193958,2023-05-15 10:15:36.113000+00:00,,Ad3_Serbia,0.0,bebborsbaseserb,7.038,3,2023-05-14 22:37:39.506000+00:00,2023-04-10 17:01:03.082+00:00,21.8955,True,,,"Yes, more than 1",2 to 4 years,Mario,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Very confident,Very confident,Yes,True,,Yes,,Yes,University,,OK,,,,,,Yes,OK,,OK,OK,Strongly agree,True,True,Wrong,True,True,,,Serbian,Disagree,Smaller cities,Agree,Agree,,,Wrong,True,2,,30,Man,Most of the times,Most of the times,Yes,Yes,Yes,Yes,Yes,Yes,,Rarely,Strongly agree,Strongly agree,Father,,,True,,Strongly agree,Strongly disagree,,True,,,,OK,Agree,,,,,,1
6686aa39-da7e-4731-87af-15acd0161ed9,,31.8794,13.364,UNICEF Bebbo Serbia,,755.263,6113884008647172,2345433107,2023-06-01 09:55:57.767000+00:00,serbian,Ad3_Serbia,1.0,bebborsendeng,8.026,4,2023-06-01 09:43:22.504000+00:00,2023-05-30 13:44:27.621+00:00,19.9805,True,,,,4 to 6 years,Snežana,,,"If the 3-year-old child likes to play ""pretend"" games",If the 5-year-old child cannot count to ten,Very confident,Confident,,Wrong,,No,,,,,OK,,,,,,Yes,,,,,Disagree,True,True,True,True,True,,,,Disagree,,Disagree,Agree,,,Wrong,True,,,,,Rarely,Almost always,Yes,No,Yes,Yes,Yes,Yes,,Almost always,Strongly agree,Disagree,Mother,,,True,,Disagree,Disagree,,True,,,,OK,Agree,,,,,,2
d2f7f6b0-be86-470e-ab60-70e340728e2e,serbian,31.26,14.445,UNICEF Bebbo Serbia,,937.165,6113884008647172,2345433107,2023-04-11 19:19:11.022000+00:00,,Ad3_Serbia,0.0,bebborsbaseserb,8.743,3,2023-04-11 19:03:33.857000+00:00,2023-04-10 17:01:03.082+00:00,21.1555,True,,,"Yes, more than 1",4 to 6 years,Tamara,,,If the 3-year-old child cannot draw an accurate image of human body,If the 5-year-old child sometimes makes up his/her own rules for games,Very confident,Very confident,Yes,True,,No,No,,Secondary,,OK,,,,,,Yes,OK,OK,,OK,Disagree,False,True,True,False,False,,,Serbian,Disagree,Village,Disagree,Agree,,,Wrong,True,2,,44,Woman,Rarely,Most of the times,Yes,Yes,Yes,Yes,Yes,Yes,,Rarely,Do not agree,Disagree,Mother,,,True,,Strongly agree,Disagree,,True,,,,OK,Disagree,,,,,,2
eb53682b-8fd2-402f-ac70-a4b3b9056b38,,20.836300000000023,11.4845,UNICEF Bebbo Serbia,,7519.16,6115452328502876,969786280,2023-06-07 15:59:37.442000+00:00,serbian,Ad2_Serbia,1.0,bebborsendeng,7.185,5,2023-06-07 13:54:18.282000+00:00,2023-06-01 17:32:18.599+00:00,15.8075,True,,,,2 to 4 years,Ognjen,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Very confident,Very confident,,True,,No,,,,,OK,,,,,,Yes,,,,,Strongly agree,True,True,True,True,True,,,,Strongly agree,,Strongly disagree,Strongly disagree,,,Wrong,True,,,,,Rarely,Almost always,Yes,Yes,Yes,Yes,Yes,Yes,,Almost always,Do not agree,Strongly agree,Mother,,,True,,Strongly agree,Agree,,True,,,,OK,Strongly disagree,,,,,No,1
d2f7f6b0-be86-470e-ab60-70e340728e2e,serbian,26.11,12.136,UNICEF Bebbo Serbia,,964.201,6115452328502876,969786280,2023-05-08 23:38:09.316000+00:00,,Ad2_Serbia,0.0,bebborsbaseserb,7.9,3,2023-05-08 23:22:05.115000+00:00,2023-04-10 17:01:03.082+00:00,17.79,True,,,"Yes, 1",2 to 4 years,Ognjen,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot recognize all alphabet letters and does not have reading skills,Very confident,Very confident,Yes,True,,No,,Yes,Secondary,,OK,,,,,,Yes,OK,,OK,OK,Strongly agree,True,True,True,True,True,,,Serbian,Strongly agree,Smaller cities,Agree,Strongly disagree,,,Wrong,True,1,,35,Woman,Rarely,Almost always,Yes,No,Yes,Yes,Yes,Yes,,Most of the times,Do not agree,Strongly agree,Mother,,,True,,Strongly agree,Strongly disagree,,True,,,,OK,Disagree,,,,,,1
eb53682b-8fd2-402f-ac70-a4b3b9056b38,,28.295000000000027,10.205,UNICEF Bebbo Serbia,,644.484,6115547755228244,3874580429,2023-06-28 00:42:54.530000+00:00,serbian,Ad4_Serbia,1.0,bebborsendeng,7.583,5,2023-06-28 00:32:10.046000+00:00,2023-06-01 17:32:18.599+00:00,13.889500000000002,True,,,,2 to 4 years,Sara,,,If the 3-year-old child cannot recognize 10 letters of the alphabet,If the 5-year-old child cannot count to ten,Confident,Confident,,True,,Yes,,,,,OK,,,,,,Yes,,,,,Strongly agree,True,True,True,True,True,,,,Strongly agree,,Strongly disagree,Strongly disagree,,,True,True,,,,,Rarely,Most of the times,Yes,Yes,Yes,Yes,Yes,Yes,,Most of the times,Do not agree at all,Strongly agree,Mother,,,True,,Disagree,Agree,,True,,,,OK,Strongly disagree,,,,,,2
5e1d0a1e-e5d3-40bb-862e-263fd46b5187,serbian,31.1744,11.8435,UNICEF Bebbo Serbia,,2431903.762,6115547755228244,3874580429,2023-06-28 00:31:49.693000+00:00,,Ad4_Serbia,0.0,bebborsbaseserb,7.3,4,2023-05-30 21:00:05.931000+00:00,2023-05-25 17:11:05.958+00:00,16.884500000000003,True,,,"Yes, 1",4 to 6 years,Sara,,,If the 3-year-old child cannot recognize 10 letters of the alphabet,If the 5-year-old child shows signs of taking responsibility,Confident,Confident,Yes,True,,Yes,Yes,,Secondary,,OK,,,Start,,,Yes,OK,OK,,OK,Strongly agree,True,True,True,True,True,,,Serbian,Disagree,Smaller cities,Strongly disagree,Strongly disagree,,,Wrong,True,2,,29,Woman,Rarely,Most of the times,Yes,Yes,Yes,Yes,Yes,Yes,,Most of the times,Do not agree at all,Disagree,Mother,,,True,,Disagree,Agree,,True,,,,OK,Strongly disagree,,,,,,2
eb53682b-8fd2-402f-ac70-a4b3b9056b38,,49.6966,14.9405,UNICEF Bebbo Serbia,,38547.274,6116665718386426,4098106912,2023-06-16 18:59:40.706000+00:00,serbian,Ad3_Serbia,1.0,bebborsendeng,7.926,5,2023-06-16 08:17:13.432000+00:00,2023-06-01 17:32:18.599+00:00,21.19475,True,Not sure,,,4 to 6 years,Andriana,3,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Confident,Very confident,,Wrong,,No,,,,,OK,Yes,,,3-4 weeks,2-3 times a week,Yes,,,,,Disagree,True,True,True,True,True,,,,Disagree,,Strongly disagree,Strongly disagree,,,Wrong,True,,Podrska roditeljima ili saveti za igranje,,,Rarely,Most of the times,No,Yes,Yes,Yes,No,Yes,,Rarely,Do not agree at all,Disagree,Mother,,,True,,Strongly agree,Strongly disagree,,True,,,,OK,Agree,Not sure,Yes,Yes,Yes,Yes,1
d2f7f6b0-be86-470e-ab60-70e340728e2e,serbian,27.8509,11.716,UNICEF Bebbo Serbia,,2421725.643,6116665718386426,4098106912,2023-06-16 08:17:02.784000+00:00,,Ad3_Serbia,0.0,bebborsbaseserb,6.35,3,2023-05-19 07:34:57.141000+00:00,2023-04-10 17:01:03.082+00:00,18.64475,Wrong,,,"Yes, more than 1",4 to 6 years,Andriana,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Very confident,Confident,Yes,True,,No,,No,Basic,,OK,,,Start,,,Yes,OK,,OK,OK,Strongly agree,True,True,True,True,True,,,Serbian,Disagree,Village,Strongly disagree,Strongly disagree,,,Wrong,True,5,,21,Prefer not to answer,Rarely,Almost always,Yes,Yes,Yes,Yes,Yes,Yes,,Almost never,Do not agree,Disagree,Mother,,,True,,Strongly agree,Strongly disagree,,True,,,,OK,Agree,,,,,,1
d2f7f6b0-be86-470e-ab60-70e340728e2e,serbian,21.268,11.869,UNICEF Bebbo Serbia,,793.388,6117190311652061,2597649425,2023-05-01 21:04:38.449000+00:00,,Ad4_Serbia,0.0,bebborsbaseserb,7.954,3,2023-05-01 20:51:25.061000+00:00,2023-04-10 17:01:03.082+00:00,15.135,Wrong,,,"Yes, more than 1",4 to 6 years,Ema,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child shows signs of taking responsibility,Very confident,Confident,Yes,Wrong,,No,Yes,,Secondary,,OK,,,,,,No,OK,OK,,OK,Disagree,False,False,True,False,False,,,Serbian,Disagree,Smaller cities,Agree,Strongly disagree,,,Wrong,True,3,,38.,Woman,Rarely,Most of the times,Yes,Yes,Yes,Yes,Yes,Yes,,Most of the times,Do not agree,Disagree,Mother,,,True,,Disagree,Disagree,,True,,,,OK,Strongly disagree,,,,,,2
eb53682b-8fd2-402f-ac70-a4b3b9056b38,,20.286800000000003,9.9105,UNICEF Bebbo Serbia,,590.556,6117190311652061,2597649425,2023-06-01 18:13:48.232000+00:00,serbian,Ad4_Serbia,1.0,bebborsendeng,7.204,5,2023-06-01 18:03:57.676000+00:00,2023-06-01 17:32:18.599+00:00,11.876,True,,,,4 to 6 years,Ema,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Very confident,Very confident,,Wrong,,No,,,,,OK,,,,,,Yes,,,,,Disagree,False,False,True,False,False,,,,Disagree,,Agree,Agree,,,Wrong,True,,,,,Rarely,Almost always,Yes,Yes,Yes,Yes,Yes,Yes,,Most of the times,Agree,Disagree,Mother,,,Wrong,,Disagree,Agree,,True,Pozdrav,,,OK,Agree,,,,,,2
5e1d0a1e-e5d3-40bb-862e-263fd46b5187,serbian,23.219,9.712,UNICEF Bebbo Serbia,,2420739.241,6118047831576217,3607269049,2023-06-26 08:54:31.311000+00:00,,Ad4_Serbia,0.0,bebborsbaseserb,6.519,4,2023-05-29 08:28:52.070000+00:00,2023-05-25 17:11:05.958+00:00,13.676,,,No,"Yes, 1",12 to 24 months,Sofija,,If the 12-months-old cannot sit up on her own,If the 3-year-old child does not play side by side with other children,,Confident,Not confident,Yes,,True,Yes,Yes,,University,Wrong,OK,,Not applicable (child is less than 6 months old),Start,,,Yes,OK,OK,,OK,Disagree,True,True,,True,True,True,True,Serbian,Disagree,Large regional centers,Agree,Agree,Wrong,True,,,1,,27,Woman,Rarely,Most of the times,Yes,Yes,No,Yes,Yes,Yes,,Most of the times,Do not agree,Disagree,Mother,True,True,,Wrong,Strongly agree,Agree,True,,,,,OK,Agree,,,,,,2
eb53682b-8fd2-402f-ac70-a4b3b9056b38,,34.6398,9.005500000000001,UNICEF Bebbo Serbia,,2598.313,6118047831576217,3607269049,2023-06-26 09:38:16.916000+00:00,serbian,Ad4_Serbia,1.0,bebborsendeng,6.31,5,2023-06-26 08:54:58.603000+00:00,2023-06-01 17:32:18.599+00:00,12.2605,,,No,,12 to 24 months,Sofija,,If the 12-months-old cannot pick up very small objects,If the 3-year-old child does not play side by side with other children,,Confident,Confident,,,True,Yes,,,,True,OK,,Five,,,,Yes,,,,,Disagree,True,True,,True,True,True,True,,Disagree,,Strongly disagree,Agree,Wrong,True,,,,,,,Rarely,Most of the times,Yes,Yes,No,Yes,Yes,Yes,,Most of the times,Do not agree at all,Strongly agree,Mother,True,True,,Wrong,Disagree,Agree,True,,,,,OK,Strongly disagree,,,,,,2
eb53682b-8fd2-402f-ac70-a4b3b9056b38,,20.503200000000007,10.427499999999998,UNICEF Bebbo Serbia,,544.403,6118134588266329,70256413,2023-06-11 16:12:14.393000+00:00,serbian,Ad2_Serbia,1.0,bebborsendeng,6.676,5,2023-06-11 16:03:09.990000+00:00,2023-06-01 17:32:18.599+00:00,14.076,True,,,,4 to 6 years,Ema,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Confident,Confident,,True,,No,,,,,OK,,,,,,Yes,,,,,Strongly disagree,True,True,True,True,True,,,,Strongly disagree,,Disagree,Strongly disagree,,,Wrong,True,,,,,Almost always,Most of the times,Yes,Yes,Yes,Yes,Yes,Yes,,Most of the times,Do not agree,Agree,Mother,,,True,,Strongly agree,Disagree,,True,:),,,OK,Agree,,,,,,2
d2f7f6b0-be86-470e-ab60-70e340728e2e,serbian,22.5243,10.66,UNICEF Bebbo Serbia,,1170.365,6118134588266329,70256413,2023-05-13 07:47:39.962000+00:00,,Ad2_Serbia,0.0,bebborsbaseserb,7.443,3,2023-05-13 07:28:09.597000+00:00,2023-04-10 17:01:03.082+00:00,17.62475,True,,,"Yes, 1",4 to 6 years,Ema,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Confident,Very confident,Yes,True,,No,No,,Secondary,,OK,,,,,,Yes,OK,OK,,OK,Strongly agree,True,True,True,True,True,,,Serbian,Strongly disagree,Village,Disagree,Strongly disagree,,,Wrong,True,1,,40,Woman,Almost always,Most of the times,Yes,No,Yes,Yes,Yes,Yes,,Most of the times,Do not agree,Agree,Mother,,,True,,Strongly disagree,Disagree,,True,Vazi,,,OK,Strongly agree,,,,,,2
d2f7f6b0-be86-470e-ab60-70e340728e2e,serbian,18.899,9.825,UNICEF Bebbo Serbia,,1461.506,6118961701490549,1212549913,2023-05-01 18:39:44.457000+00:00,,Ad4_Serbia,0.0,bebborsbaseserb,6.356,3,2023-05-01 18:15:22.951000+00:00,2023-04-10 17:01:03.082+00:00,13.529,True,,,"Yes, 1",4 to 6 years,Marko,,,If the 3-year-old child cannot recognize 10 letters of the alphabet,If the 5-year-old child cannot write properly,Confident,Very confident,Yes,True,,No,Yes,,University,,OK,,,,,,No,OK,OK,,OK,Strongly agree,True,True,True,True,True,,,Serbian,Strongly agree,Capital,Strongly disagree,Strongly disagree,,,True,True,1,,37,Woman,Most of the times,Most of the times,No,No,No,Yes,Yes,Yes,,Rarely,Agree,Strongly agree,Mother,,,True,,Strongly agree,Strongly agree,,True,,,,OK,Agree,,,,,,2
eb53682b-8fd2-402f-ac70-a4b3b9056b38,,15.810200000000002,9.03,UNICEF Bebbo Serbia,,390.459,6118961701490549,1212549913,2023-06-18 18:53:07.593000+00:00,serbian,Ad4_Serbia,1.0,bebborsendeng,6.192,5,2023-06-18 18:46:37.134000+00:00,2023-06-01 17:32:18.599+00:00,10.093,True,,,,2 to 4 years,Valerija,,,If the 3-year-old child cannot recognize 10 letters of the alphabet,If the 5-year-old child cannot recognize all alphabet letters and does not have reading skills,Very confident,Very confident,,True,,No,,,,,OK,,,,,,No,,,,,Strongly agree,True,True,True,True,True,,,,Strongly agree,,Agree,Agree,,,True,True,,,,,Rarely,Most of the times,Yes,No,Yes,Yes,Yes,Yes,,Most of the times,Agree,Strongly agree,Mother,,,True,,Strongly agree,Agree,,True,,,,OK,Disagree,,,,,,2
d2f7f6b0-be86-470e-ab60-70e340728e2e,serbian,21.0215,10.079,UNICEF Bebbo Serbia,,791.207,6122885734433256,774620832,2023-05-14 10:32:44.739000+00:00,,Ad1_Serbia,0.0,bebborsbaseserb,5.77,3,2023-05-14 10:19:33.532000+00:00,2023-04-10 17:01:03.082+00:00,13.618,,,No,"Yes, more than 1",12 to 24 months,Lilijana,,If the 12-months-old cannot sit up on her own,If the 3-year-old child does not play side by side with other children,,Not confident,Not confident,Yes,,True,No,,Yes,University,True,OK,,Four,,,,No,OK,,OK,OK,Disagree,True,True,,True,True,True,True,Serbian,Strongly agree,Smaller cities,Agree,Strongly disagree,Wrong,True,,,2,,35,Woman,Most of the times,Almost always,No,Yes,Yes,Yes,No,Yes,,Almost never,Do not agree,Strongly agree,Mother,True,True,,Wrong,Strongly agree,Agree,True,,,,,OK,Agree,,,,,,1
eb53682b-8fd2-402f-ac70-a4b3b9056b38,,23.790800000000004,9.9,UNICEF Bebbo Serbia,,13509.059,6122885734433256,774620832,2023-06-11 19:00:37.786000+00:00,serbian,Ad1_Serbia,1.0,bebborsendeng,6.477,5,2023-06-11 15:15:28.727000+00:00,2023-06-01 17:32:18.599+00:00,11.483,,Yes,No,,12 to 24 months,Lilijana,2,If the 12-months-old cannot sit up on her own,If the 3-year-old child does not play side by side with other children,,Not confident,Confident,,,True,No,,,,True,OK,Yes,Three,,3-4 weeks,2-3 times a week,No,,,,,Disagree,True,True,,True,True,True,True,,Strongly agree,,Agree,Strongly disagree,Wrong,True,,,,Ne,,,Almost always,Most of the times,No,Yes,Yes,Yes,Yes,Yes,,Rarely,Do not agree at all,Strongly agree,Mother,True,True,,Wrong,Strongly agree,Disagree,True,,,,,OK,Disagree,Yes,Yes,No,Yes,Yes,1
eb53682b-8fd2-402f-ac70-a4b3b9056b38,,13.611,8.422,UNICEF Bebbo Serbia,,375.276,6122919847763347,1734057674,2023-06-07 22:56:27.555000+00:00,serbian,Ad3_Serbia,1.0,bebborsendeng,5.786,5,2023-06-07 22:50:12.279000+00:00,2023-06-01 17:32:18.599+00:00,9.34575,Wrong,,,,4 to 6 years,Luka,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child sometimes makes up his/her own rules for games,Very confident,Very confident,,Wrong,,No,,,,,OK,,,,,,Yes,,,,,Disagree,True,True,True,True,True,,,,Disagree,,Agree,Strongly disagree,,,Wrong,True,,,,,Most of the times,Almost always,Yes,Yes,Yes,Yes,Yes,Yes,,Most of the times,Do not agree,Disagree,Mother,,,Wrong,,Strongly agree,Agree,,True,,,,OK,Agree,,,,,No,1
d2f7f6b0-be86-470e-ab60-70e340728e2e,serbian,22.438,9.2735,UNICEF Bebbo Serbia,,814.359,6122919847763347,1734057674,2023-05-06 14:44:41.803000+00:00,,Ad3_Serbia,0.0,bebborsbaseserb,6.223,3,2023-05-06 14:31:07.444000+00:00,2023-04-10 17:01:03.082+00:00,12.4555,,,No,"Yes, more than 1",6 to 12 months,Aki,,If the 12-months-old cannot pick up very small objects,If the 3-year-old child does not play side by side with other children,,Very confident,Very confident,Yes,,True,No,,Yes,Secondary,True,OK,,Two,,,,Yes,OK,,OK,OK,Disagree,True,True,,True,True,True,True,Serbian,Disagree,Smaller cities,Agree,Strongly disagree,True,True,,,2,,34,Woman,Almost always,Most of the times,Yes,Yes,Yes,Yes,Yes,Yes,,Most of the times,Do not agree,Strongly disagree,Mother,True,Wrong,,True,Disagree,Agree,Wrong,,,,,OK,Agree,,,,,,1
d2f7f6b0-be86-470e-ab60-70e340728e2e,serbian,15.0305,8.696000000000002,UNICEF Bebbo Serbia,,588.25,6123118214475174,3260978219,2023-05-02 00:19:05.031000+00:00,,Ad3_Serbia,0.0,bebborsbaseserb,4.806,3,2023-05-02 00:09:16.781000+00:00,2023-04-10 17:01:03.082+00:00,12.04575,,,No,"Yes, more than 1",6 to 12 months,Ekatarina,,If the 12-months-old cannot sit up on her own,If the 3-year-old child cannot recognize 10 letters of the alphabet,,Confident,Confident,Yes,,Wrong,No,No,,Basic,True,OK,,Four,,,,No,OK,OK,,OK,Disagree,True,True,,True,True,Not sure,True,Serbian,Disagree,Large regional centers,Strongly disagree,Agree,Wrong,True,,,2,,20,Woman,Rarely,Almost always,Yes,Yes,Yes,Yes,Yes,Yes,,Almost always,Do not agree at all,Disagree,Other,True,True,,True,Disagree,Agree,True,,,,,OK,Disagree,,,,,,2
eb53682b-8fd2-402f-ac70-a4b3b9056b38,,68.46520000000012,10.018,UNICEF Bebbo Serbia,,28971.954,6123118214475174,3260978219,2023-06-02 01:39:10.013000+00:00,serbian,Ad3_Serbia,1.0,bebborsendeng,6.587,5,2023-06-01 17:36:18.059000+00:00,2023-06-01 17:32:18.599+00:00,24.812,True,,,,4 to 6 years,Viktor,,,If the 3-year-old child cannot recognize 10 letters of the alphabet,If the 5-year-old child cannot count to ten,Very confident,Very confident,,True,,No,,,,,OK,,,,,,No,,,,,Strongly agree,True,True,True,True,True,,,,Strongly disagree,,Strongly disagree,Agree,,,Wrong,True,,,,,Rarely,Almost always,Yes,Yes,Yes,Yes,Yes,Yes,,Almost always,Do not agree,Strongly agree,Mother,,,True,,Strongly agree,Disagree,,True,,,,OK,Agree,,,,,,2
d2f7f6b0-be86-470e-ab60-70e340728e2e,serbian,25.9239,10.854,UNICEF Bebbo Serbia,,2420336.016,6128472293905262,3046075928,2023-06-03 19:00:14.326000+00:00,,Ad4_Serbia,0.0,bebborsbaseserb,6.774,3,2023-05-06 18:41:18.310000+00:00,2023-04-10 17:01:03.082+00:00,15.66225,Wrong,,,"Yes, 1",2 to 4 years,Nevena,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Confident,Confident,Yes,Wrong,,Yes,,Yes,Secondary,,OK,,,Start,,,Yes,OK,,OK,OK,Disagree,Not sure,True,True,Not sure,True,,,Serbian,Disagree,Smaller cities,Agree,Agree,,,Wrong,True,2,,20,Woman,Rarely,Most of the times,Yes,Yes,Yes,Yes,No,Yes,,Most of the times,Do not agree,Disagree,Mother,,,True,,Disagree,Agree,,True,,,,OK,Agree,,,,,,1
eb53682b-8fd2-402f-ac70-a4b3b9056b38,,18.35070000000001,9.7115,UNICEF Bebbo Serbia,,627.157,6128472293905262,3046075928,2023-06-03 19:10:54.148000+00:00,serbian,Ad4_Serbia,1.0,bebborsendeng,6.252,5,2023-06-03 19:00:26.991000+00:00,2023-06-01 17:32:18.599+00:00,13.5175,,Yes,No,,6 to 12 months,lola,1,If the 12-months-old show signs of being upset when separated from parents,If the 3-year-old child does not play side by side with other children,,Very confident,Very confident,,,True,No,,,,True,OK,Yes,Four,,6+ weeks,2-3 times a week,Yes,,,,,Disagree,True,True,,True,True,True,True,,Disagree,,Strongly disagree,Strongly disagree,Wrong,True,,,,DA,,,Almost never,,Yes,Yes,Yes,Yes,Yes,Yes,,Almost always,Strongly agree,Disagree,Mother,True,Wrong,,True,Disagree,Strongly disagree,True,,,,,OK,Strongly disagree,No,Yes,Yes,Yes,Yes,1
eb53682b-8fd2-402f-ac70-a4b3b9056b38,,29.7725,10.8855,UNICEF Bebbo Serbia,,41692.238,6128926360530613,1419164519,2023-06-02 07:13:45.289000+00:00,serbian,Ad4_Serbia,1.0,bebborsendeng,6.832,5,2023-06-01 19:38:53.051000+00:00,2023-06-01 17:32:18.599+00:00,15.55,,,Yes,,0 to 6 months,Vasilije,,If the 12-months-old cannot sit up on her own,If the 3-year-old child does not play side by side with other children,,Confident,Very confident,,,True,No,,,,True,OK,,Three,,,,Yes,,,,,Disagree,True,True,,True,True,True,True,,Disagree,,Strongly agree,Strongly agree,Wrong,Wrong,,,,,,,Rarely,Almost always,No,Yes,Yes,Yes,Yes,Yes,,Most of the times,Do not agree at all,Disagree,Father,True,Wrong,,Wrong,Disagree,Strongly agree,Wrong,,,,,OK,Strongly agree,,,,,,2
d2f7f6b0-be86-470e-ab60-70e340728e2e,serbian,16.167,10.4015,UNICEF Bebbo Serbia,,44497.335,6128926360530613,1419164519,2023-05-02 07:56:55.233000+00:00,,Ad4_Serbia,0.0,bebborsbaseserb,6.204,3,2023-05-01 19:35:17.898000+00:00,2023-04-10 17:01:03.082+00:00,12.92525,,,Yes,"Yes, 1",0 to 6 months,Vasa,,If the 12-months-old cannot sit up on her own,If the 3-year-old child does not play side by side with other children,,Very confident,Confident,Yes,,True,No,Yes,,Secondary,True,OK,,Two,,,,Yes,OK,OK,,OK,Disagree,True,True,,True,True,True,True,Roma,Disagree,Smaller cities,Strongly disagree,Strongly disagree,Wrong,True,,,1,,22,Man,Rarely,Almost always,No,Yes,Yes,No,Yes,Yes,,Most of the times,Do not agree at all,Strongly agree,Father,True,True,,Wrong,Disagree,Strongly disagree,Wrong,,,,,OK,Strongly disagree,,,,,,2
eb53682b-8fd2-402f-ac70-a4b3b9056b38,,30.968800000000005,15.668,UNICEF Bebbo Serbia,,944.712,6129080020502206,1942364275,2023-06-13 15:34:13.330000+00:00,serbian,Ad2_Serbia,1.0,bebborsendeng,8.771,5,2023-06-13 15:18:28.618000+00:00,2023-06-01 17:32:18.599+00:00,20.419,Wrong,,,,4 to 6 years,Stefan,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child shows signs of taking responsibility,Confident,Very confident,,Wrong,,Yes,,,,,OK,,,,,,Yes,,,,,Agree,True,True,Wrong,True,True,,,,Disagree,,Disagree,Strongly disagree,,,Wrong,True,,,,,Almost always,Most of the times,Yes,Yes,Yes,Yes,Yes,Yes,,Rarely,Do not agree at all,Strongly agree,Mother,,,True,,Disagree,Agree,,True,,,,OK,Strongly disagree,,,,,,2
