form_wave,form_language,answer_time_min,creative,answer_time_median,answer_time_90,survey_duration,survey_created,survey_start_time,surveyid,userid,form_lang,answer_time_75,version,survey_name,shortcode,survey_end_time,seed,alphabet,articles,breastfed,child_0-6,child_age,child_name,children_registered,concern_12mo,concern_3yo,concern_5yo,confidence_deal_emotions,confidence_respond_misbehave,consent,control_bebbo_knowledge,control_bebbo_usage,count_to_ten,cry_separated,decrease_stress,default_tys,download_confirm_control,download_confirm_treatment,education,express_feelings,followup_permission,games,healthy_food_groups,hello_again,how_long_use,how_often_use,improve_family,intro_1,intro_1b_control,intro_1b_treatment,intro_3,joke_with_child,know_cog_dev,know_lang_dev,know_name_age,know_phys_dev,know_social_emotional_dev,know_when_vaccine,know_which_vaccine,language,laugh_together,location,lose_patience_punish,make_fun_of,meaning_of_no,movement,multiplication,name_colors,number_children,other_features,parent_age,parent_gender,parenting_stress_1,parenting_stress_2,past_24h_draw,past_24h_outside,past_24h_play,past_24h_read,past_24h_sing,past_24h_stories,payment_processing,personal_needs,physical_punishment,play_on_floor,relationship_to_child,say_name_age,scribble,simple_songs,sit_support,smile_around_child,snap_at_child,sort_pair,tell_story,thankyou_1,thankyou_early,thankyou_optout,thankyou_you_qualify,threaten,track_checkups,track_dev,track_growth,track_vax,using_bebbo
0,bulgarian,5.956,Ad2_Bebbo_Recruitment,10.8825,15.491699999999998,2420406.024,2023-04-10 16:21:41.757+00:00,2023-04-23 15:50:13.343000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,5786907614754658,,12.786,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-05-21 16:10:19.367000+00:00,1307077842,Wrong,,,"Yes, 1",4 to 6 years,Стефан,,,"If the 3-year-old child likes to play ""pretend"" games",If the 5-year-old child sometimes makes up his/her own rules for games,Confident,Confident,Yes,,,True,,No,,Yes,,University,,OK,,,Start,,,Yes,OK,OK,,OK,Agree,True,True,True,True,True,,,Bulgarian,Strongly disagree,Smaller cities,Agree,Strongly agree,,,Wrong,True,1,,27,Woman,Rarely,Most of the times,Yes,Yes,Yes,Yes,No,Yes,,Most of the times,Do not agree at all,Strongly disagree,Mother,,,True,,Strongly disagree,Disagree,,True,,,,OK,Agree,,,,,
0,bulgarian,5.415,Ad2_Bebbo_Recruitment,9.114,19.758499999999998,745.643,2023-05-25 17:11:17.651+00:00,2023-07-04 14:23:53.070000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,5787658884667140,,13.81225,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-07-04 14:36:18.713000+00:00,1395025402,,,Yes,"Yes, 1",12 to 24 months,Васил,,If the 12-months-old cannot sit up on her own,If the 3-year-old child does not play side by side with other children,,Confident,Not confident,Yes,,,,True,No,,Yes,,University,Wrong,OK,,Five,,,,Yes,OK,OK,,OK,Disagree,True,Not sure,,True,Not sure,True,True,Bulgarian,Disagree,Smaller cities,Agree,Agree,Wrong,True,,,2,,29,Woman,Rarely,Rarely,No,Yes,Yes,Yes,No,Yes,,Most of the times,Do not agree at all,Strongly disagree,Mother,True,True,,Wrong,Strongly disagree,Strongly disagree,True,,,,,OK,Disagree,,,,,
0,bulgarian,7.615,Ad2_Bebbo_Recruitment,14.2235,29.244600000000005,865.506,2023-03-27 00:48:40.598+00:00,2023-04-09 11:20:16.010000+00:00,ba7aee21-e433-4cb8-abb5-afbc4f457fb4,5788082821321467,,19.0405,1,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-04-09 11:34:41.516000+00:00,1256034133,Wrong,,,"Yes, 1",4 to 6 years,Милана,,,If the 3-year-old child is becoming more independent,If the 5-year-old child cannot count to ten,Very confident,Very confident,Yes,,,Wrong,,No,,,No,Secondary,,OK,,,,,,Yes,OK,,OK,OK,Disagree,True,True,True,True,True,,,Bulgarian,Strongly disagree,Large regional centers,Strongly agree,Strongly agree,,,Wrong,True,4,,36,Woman,Almost never,,Yes,Yes,Yes,Yes,Yes,Yes,,Almost always,Do not agree at all,Strongly disagree,Mother,,,True,,Strongly disagree,Agree,,True,,,,OK,Strongly agree,,,,,
0,bulgarian,,Ad2_Bebbo_Recruitment,,,0.0,2023-05-25 17:11:17.651+00:00,2023-06-25 19:29:54.573000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,5788827694556612,,,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-06-25 19:29:54.573000+00:00,2524687411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,5.829,Ad2_Bebbo_Recruitment,9.541,21.232000000000006,173.026,2023-04-10 16:21:41.757+00:00,2023-05-01 18:06:25.828000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,5789246894462906,,12.019,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-05-01 18:09:18.854000+00:00,2920435473,,,,"Yes, 1",6 to 12 months,Росен,,,,,,,Yes,,,,,,,,,Secondary,,,,,,,,,OK,,OK,OK,,,,,,,,,Bulgarian,,Large regional centers,,,,,,,1,,22,Woman,,,,,,,,,,,,,Mother,,,,,,,,,,,,,,,,,,
0,bulgarian,8.329,Ad2_Bebbo_Recruitment,23.558,53.309200000000004,92.634,2023-04-10 16:21:41.757+00:00,2023-05-01 20:57:31.356000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,5790196317773489,,42.1525,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-05-01 20:59:03.990000+00:00,4173796886,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,OK,OK,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,bulgarian,,Ad1_Bebbo_Recruitment,,,0.0,2023-07-01 19:14:13.375+00:00,2023-07-02 06:43:11.054000+00:00,1dab5bcf-6de6-4b58-8ab0-e8704c02ae5d,5791452387649618,,,2,UNICEF Bebbo Bulgaria v2,bebbobgfueng,2023-07-02 06:43:11.054000+00:00,1315704178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,6.569,Ad1_Bebbo_Recruitment,12.748000000000001,28.701000000000004,2426026.824,2023-04-10 16:21:41.757+00:00,2023-05-06 05:57:30.961000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,5791452387649618,,15.83225,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-06-03 07:51:17.785000+00:00,1315704178,,,No,"Yes, 1",6 to 12 months,Жасмина,,If the 12-months-old cannot sit up on her own,If the 3-year-old child cannot recognize 10 letters of the alphabet,,Confident,Confident,Yes,,,,True,No,,Yes,,Secondary,True,OK,,Four,Start,,,No,OK,OK,,OK,Disagree,True,True,,True,True,True,True,Bulgarian,Disagree,Large regional centers,Agree,Agree,Wrong,True,,,1,,36,Woman,Rarely,Most of the times,Yes,Yes,Yes,Yes,Yes,Yes,,Almost always,Do not agree,Disagree,Mother,True,Wrong,,Wrong,Strongly disagree,Agree,True,,Мога ли да попитам за кой магазин мога да я използвам,,,OK,Agree,,,,,
1,bulgarian,6.089,Ad1_Bebbo_Recruitment,13.338,27.709,965.541,2023-06-01 17:32:31.013+00:00,2023-06-03 07:51:39.251000+00:00,bc07a546-b568-4323-9108-e47be46fba2c,5791452387649618,,19.6035,13,UNICEF Bebbo Bulgaria v2,bebbobgendeng,2023-06-03 08:07:44.792000+00:00,1315704178,,Not sure,No,,12 to 24 months,Жасмина,1,If the 12-months-old cannot sit up on her own,If the 3-year-old child cannot recognize 10 letters of the alphabet,,Very confident,Very confident,,,,,True,No,,,,,Wrong,OK,No,Three,,Less than 1 week,Once or twice a month,No,,,,,Disagree,True,True,,True,True,True,True,,Strongly disagree,,Strongly agree,Strongly agree,Wrong,True,,,,Не,,,Rarely,Almost always,Yes,Yes,Yes,Yes,Yes,Yes,,Almost always,Do not agree,Strongly disagree,Mother,True,True,,Wrong,Strongly disagree,Strongly agree,True,,,,,OK,Strongly agree,Yes,Yes,Yes,Yes,Yes
0,bulgarian,6.908,Ad1_Bebbo_Recruitment,8.692,13.825099999999999,79.167,2023-04-10 16:21:41.757+00:00,2023-05-02 18:47:27.344000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,5791632070945314,,12.007249999999999,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-05-02 18:48:46.511000+00:00,1803159381,,,,,,,,,,,,,Yes,,,,,,,,,Secondary,,,,,,,,,OK,,OK,OK,,,,,,,,,,,Capital,,,,,,,0,,40,Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,10.447,Ad1_Bebbo_Recruitment,20.334,30.7944,175.157,2023-04-10 16:21:41.757+00:00,2023-04-14 05:20:32.476000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,5791751690954621,,23.416,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-04-14 05:23:27.633000+00:00,2133572644,,,,No,,,,,,,,,Yes,,,,,,,,,University,,,,,,,,,OK,OK,,OK,,,,,,,,,,,Large regional centers,,,,,,,2,,68,Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bulgarian,5.868,Ad1_Bebbo_Recruitment,8.3385,16.368000000000002,425.248,2023-06-01 17:32:31.013+00:00,2023-06-28 09:01:55.613000+00:00,bc07a546-b568-4323-9108-e47be46fba2c,5791842574252983,,10.117750000000001,13,UNICEF Bebbo Bulgaria v2,bebbobgendeng,2023-06-28 09:09:00.861000+00:00,340994500,True,,,,4 to 6 years,Padomir,,,"If the 3-year-old child likes to play ""pretend"" games",If the 5-year-old child cannot write properly,Very confident,Confident,,,,True,,Yes,,,,,,OK,,,,,,Yes,,,,,Disagree,True,True,True,True,True,,,,Disagree,,Strongly agree,Disagree,,,True,Wrong,,,,,Almost always,Rarely,Yes,No,No,No,Yes,No,,Almost never,Strongly agree,Agree,Father,,,Wrong,,Strongly disagree,Strongly disagree,,True,,,,OK,Strongly disagree,,,,,No
0,bulgarian,6.966,Ad1_Bebbo_Recruitment,12.662,27.064,2428184.41,2023-05-25 17:11:17.651+00:00,2023-05-31 06:32:01.011000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,5791842574252983,,16.194,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-06-28 09:01:45.421000+00:00,340994500,True,,,"Yes, 1",4 to 6 years,Pavel,,,If the 3-year-old child is becoming more independent,If the 5-year-old child cannot count to ten,Very confident,Very confident,Yes,,,Wrong,,No,,Yes,,Secondary,,OK,,,Start,,,No,OK,OK,,OK,Strongly disagree,True,False,True,False,Not sure,,,Bulgarian,Strongly disagree,Large regional centers,Disagree,Strongly agree,,,True,True,2,,29,Man,Almost never,,Yes,Yes,Yes,Yes,No,Yes,,Almost always,Do not agree,Strongly disagree,Father,,,True,,Strongly disagree,Agree,,True,,,,OK,Strongly disagree,,,,,
0,bulgarian,7.739,Ad2_Bebbo_Recruitment,8.4615,9.039499999999999,16.923000000000002,2023-03-27 00:48:40.598+00:00,2023-04-02 01:51:04.429000+00:00,ba7aee21-e433-4cb8-abb5-afbc4f457fb4,5791952024236497,,8.82275,1,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-04-02 01:51:21.352000+00:00,578673957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,OK,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,6.332,Ad2_Bebbo_Recruitment,9.746500000000001,18.137500000000035,562.203,2023-04-10 16:21:41.757+00:00,2023-05-12 14:21:06.162000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,5792379610873961,,12.6085,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-05-12 14:30:28.365000+00:00,3410481338,True,,,"Yes, 1",2 to 4 years,Никола,,,If the 3-year-old child is becoming more independent,If the 5-year-old child cannot recognize all alphabet letters and does not have reading skills,Not confident,Not confident,Yes,,,True,,No,,,,Secondary,,,,,,,,No,OK,OK,,OK,Strongly disagree,True,True,True,True,True,,,Bulgarian,Strongly disagree,Smaller cities,Agree,Strongly agree,,,Wrong,True,2,,27,Woman,Rarely,Rarely,Yes,Yes,Yes,Yes,Yes,Yes,,Almost never,Do not agree,Strongly disagree,Mother,,,True,,Strongly disagree,Disagree,,True,,,,,Disagree,,,,,
0,bulgarian,5.793,Ad2_Bebbo_Recruitment,10.609,17.7834,104.554,2023-03-27 00:48:40.598+00:00,2023-04-02 09:29:34.598000+00:00,ba7aee21-e433-4cb8-abb5-afbc4f457fb4,5793431724118950,,12.187,1,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-04-02 09:31:19.152000+00:00,1681309765,,,,No,,,,,,,,,Yes,,,,,,,,,Secondary,,,,,,,,,OK,,OK,OK,,,,,,,,,,,Large regional centers,,,,,,,2,,35,Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,7.073,Ad3_Bebbo_Recruitment,13.076,38.932100000000005,1024.677,2023-03-27 00:48:40.598+00:00,2023-03-29 19:38:18.890000+00:00,ba7aee21-e433-4cb8-abb5-afbc4f457fb4,5793590617435357,,23.39875,1,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-03-29 19:55:23.567000+00:00,579077059,True,,,"Yes, 1",4 to 6 years,Ели,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Not confident,Not confident,Yes,,,True,,No,,,Yes,University,,,,,,,,No,OK,,OK,OK,Strongly disagree,Not sure,Not sure,True,Not sure,Not sure,,,Bulgarian,Disagree,Capital,Disagree,Strongly agree,,,Wrong,True,1,,37,Woman,Most of the times,Rarely,No,Yes,Yes,No,No,No,,Most of the times,Do not agree,Disagree,Mother,,,True,,Disagree,Disagree,,True,,,,OK,Disagree,,,,,
0,bulgarian,4.737,Ad2_Bebbo_Recruitment,9.917,102.10320000000009,514.348,2023-05-25 17:11:17.651+00:00,2023-07-02 15:56:23.666000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,5794398883995040,,11.017,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-07-02 16:04:58.014000+00:00,1315807139,,,,No,,,,,,,,,Yes,,,,,,,,,Secondary,,,,,,,,,OK,,OK,OK,,,,,,,,,,,Large regional centers,,,,,,,2,,20,Woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,6.35,Ad2_Bebbo_Recruitment,10.9625,34.2938,137.946,2023-04-10 16:21:41.757+00:00,2023-04-19 18:22:34.764000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,5794476417345102,,27.00275,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-04-19 18:24:52.710000+00:00,2631405456,,,,"Yes, 1",,,,,,,,,Yes,,,,,,,,,,,,,,,,,,OK,OK,,OK,,,,,,,,,,,Large regional centers,,,,,,,1,,34,Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,5.511,Ad2_Bebbo_Recruitment,7.6,15.2078,89.759,2023-03-27 00:48:40.598+00:00,2023-04-01 13:42:21.922000+00:00,ba7aee21-e433-4cb8-abb5-afbc4f457fb4,5794887807246111,,13.19,1,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-04-01 13:43:51.681000+00:00,3998904373,,,,No,,,,,,,,,Yes,,,,,,,,,Secondary,,,,,,,,,OK,,OK,OK,,,,,,,,,,,Large regional centers,,,,,,,2,,20,Woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,6.17,Ad1_Bebbo_Recruitment,6.17,6.17,6.17,2023-04-10 16:21:41.757+00:00,2023-04-11 10:46:33.758000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,5795686200556959,,6.17,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-04-11 10:46:39.928000+00:00,3422425390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,8.034,Ad3_Bebbo_Recruitment,13.691,51.478600000000014,247.233,2023-04-10 16:21:41.757+00:00,2023-04-22 08:56:07.715000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,5796302183831077,,21.395,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-04-22 09:00:14.948000+00:00,3903406337,,,,No,,,,,,,,,Yes,,,,,,,,,University,,,,,,,,,OK,,OK,OK,,,,,,,,,,,Large regional centers,,,,,,,1,,31,Woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,21.643,Ad2_Bebbo_Recruitment,21.643,21.643,21.643,2023-03-27 00:48:40.598+00:00,2023-04-02 16:15:36.331000+00:00,ba7aee21-e433-4cb8-abb5-afbc4f457fb4,5796593050438187,,21.643,1,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-04-02 16:15:57.974000+00:00,2063687277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,,Ad2_Bebbo_Recruitment,,,0.0,2023-04-10 16:21:41.757+00:00,2023-05-04 21:31:38.469000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,5796699033768020,,,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-05-04 21:31:38.469000+00:00,3218029247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,7.834,Ad1_Bebbo_Recruitment,21.176,50.39300000000005,1817433.404,2023-04-10 16:21:41.757+00:00,2023-04-24 08:53:44.377000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,5797531187025109,,34.453,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-05-15 09:44:17.781000+00:00,1863522164,True,,,"Yes, more than 1",4 to 6 years,Мариана,,,"If the 3-year-old child likes to play ""pretend"" games",If the 5-year-old child shows signs of taking responsibility,Very confident,Very confident,Yes,,,True,,No,,,,Incomplete basic,,,,,,,,No,OK,OK,,OK,Strongly disagree,True,True,Wrong,False,True,,,Bulgarian,Strongly disagree,Smaller cities,Strongly disagree,Agree,,,Wrong,True,2,,59,Woman,Almost always,Almost always,Yes,Yes,Yes,Yes,Yes,Yes,,Almost always,Do not agree,Strongly disagree,Mother,,,True,,Strongly disagree,Strongly disagree,,Wrong,,,,,Strongly agree,,,,,
0,bulgarian,,Ad2_Bebbo_Recruitment,,,0.0,2023-03-27 00:48:40.598+00:00,2023-04-07 10:52:12.045000+00:00,ba7aee21-e433-4cb8-abb5-afbc4f457fb4,5797603520367299,,,1,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-04-07 10:52:12.045000+00:00,570366879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,6.667,Ad2_Bebbo_Recruitment,9.362,17.064599999999995,529.919,2023-03-27 00:48:40.598+00:00,2023-03-31 14:40:40.788000+00:00,ba7aee21-e433-4cb8-abb5-afbc4f457fb4,5798109310318514,,11.7305,1,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-03-31 14:49:30.707000+00:00,1064130092,True,,,"Yes, 1",4 to 6 years,Стивън,,,If the 3-year-old child cannot recognize 10 letters of the alphabet,If the 5-year-old child cannot write properly,Very confident,Very confident,Yes,,,True,,No,,,,Secondary,,,,,,,,No,OK,OK,,OK,Strongly disagree,True,True,True,True,True,,,Bulgarian,Strongly disagree,Large regional centers,Strongly agree,Strongly agree,,,Wrong,True,1,,28,Woman,Almost never,,Yes,Yes,Yes,No,No,Yes,,Most of the times,Do not agree at all,Strongly disagree,Other,,,True,,Strongly disagree,Strongly agree,,True,,,,,Strongly agree,,,,,
0,bulgarian,7.304,Ad1_Bebbo_Recruitment,16.776,22.192200000000003,156.308,2023-03-27 00:48:40.598+00:00,2023-04-07 14:45:39.253000+00:00,ba7aee21-e433-4cb8-abb5-afbc4f457fb4,5798909310221468,,20.429,1,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-04-07 14:48:15.561000+00:00,564828031,,,,No,,,,,,,,,Yes,,,,,,,,,University,,,,,,,,,OK,,OK,OK,,,,,,,,,,,Large regional centers,,,,,,,2,,75,Woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,13.436,Ad2_Bebbo_Recruitment,13.436,13.436,13.436,2023-05-05 17:51:30.601+00:00,2023-05-22 15:00:59.245000+00:00,bbc79f12-bf6c-4348-844d-f56fc5797851,5799309986847716,,13.436,6,UNICEF Bebbo Bulgaria v2,bebbobgendeng,2023-05-22 15:01:12.681000+00:00,2375146562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
0,bulgarian,5.199,Ad2_Bebbo_Recruitment,13.315999999999999,45.09729999999999,2492993.974,2023-04-10 16:21:41.757+00:00,2023-04-23 11:35:46.758000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,5799309986847716,,22.316,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-05-22 08:05:40.732000+00:00,2375146562,True,,,"Yes, 1",2 to 4 years,Питър,,,If the 3-year-old child does not play side by side with other children,If the 5-year-old child cannot count to ten,Confident,Confident,Yes,,,True,,No,,Yes,,Secondary,,OK,,,Start,,,No,OK,OK,,OK,Strongly disagree,True,True,True,True,False,,,Bulgarian,Strongly disagree,Capital,Strongly agree,Strongly agree,,,Wrong,True,1,,24,Man,Most of the times,Most of the times,No,Yes,Yes,No,No,Yes,,Almost always,Do not agree,Strongly disagree,Other,,,True,,Strongly disagree,Agree,,True,,,,OK,Strongly agree,,,,,
0,bulgarian,6.273,Ad2_Bebbo_Recruitment,9.143,31.457,119.749,2023-04-10 16:21:41.757+00:00,2023-04-18 18:35:52.630000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,5799342196837767,,10.821,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-04-18 18:37:52.379000+00:00,4141454156,,,,No,,,,,,,,,Yes,,,,,,,,,University,,,,,,,,,OK,OK,,OK,,,,,,,,,,,Capital,,,,,,,22,,238,Prefer not to answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,,Ad2_Bebbo_Recruitment,,,0.0,2023-04-10 16:21:41.757+00:00,2023-04-21 11:31:26.833000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,5800096320118163,,,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-04-21 11:31:26.833000+00:00,3773997843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7.466,Ad2_Bebbo_Recruitment,14.9585,30.6541,819.607,2023-05-05 17:51:30.601+00:00,2023-05-11 13:02:49.710000+00:00,bbc79f12-bf6c-4348-844d-f56fc5797851,5800193003424165,,19.035,6,UNICEF Bebbo Bulgaria v2,bebbobgendeng,2023-05-11 13:16:29.317000+00:00,3986001779,True,Not sure,,,4 to 6 years,Ники,1,,If the 3-year-old child cannot recognize 10 letters of the alphabet,If the 5-year-old child cannot recognize all alphabet letters and does not have reading skills,Very confident,Very confident,,,,True,,No,,,,,,OK,Yes,,,6+ weeks,Once a day,No,,,,,Strongly disagree,True,True,True,True,False,,,,Strongly disagree,,Agree,Agree,,,True,True,,Не,,,Rarely,Almost always,No,Yes,Yes,Yes,Yes,Yes,,Almost always,Do not agree,Strongly disagree,Mother,,,True,,Strongly disagree,Agree,,True,,,,OK,Agree,Yes,Not sure,Not sure,Yes,Yes
0,bulgarian,7.219,Ad2_Bebbo_Recruitment,15.926,968.6923999999998,2498353.067,2023-04-10 16:21:41.757+00:00,2023-04-12 15:03:18.294000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,5800193003424165,,264.325,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-05-11 13:02:31.361000+00:00,3986001779,True,,,"Yes, 1",4 to 6 years,Ники,,,If the 3-year-old child cannot recognize 10 letters of the alphabet,If the 5-year-old child cannot write properly,Very confident,Very confident,Yes,,,True,,No,,,No,Secondary,,OK,,,Start,,,Yes,OK,,OK,OK,Strongly disagree,False,Not sure,True,Not sure,False,,,Bulgarian,Strongly disagree,Smaller cities,Strongly agree,Strongly agree,,,True,True,1,,35,Woman,Rarely,Almost always,Yes,Yes,Yes,Yes,Yes,No,,Almost always,Do not agree,Strongly disagree,Mother,,,True,,Strongly disagree,Disagree,,True,,,,OK,Strongly agree,,,,,
2,bulgarian,7.128,Ad2_Bebbo_Recruitment,10.727,20.359,533.153,2023-07-01 19:14:13.375+00:00,2023-07-10 16:29:48.680000+00:00,1dab5bcf-6de6-4b58-8ab0-e8704c02ae5d,5800193003424165,,13.978,2,UNICEF Bebbo Bulgaria v2,bebbobgfueng,2023-07-10 16:38:41.833000+00:00,3986001779,True,,,,4 to 6 years,Niki,,,If the 3-year-old child cannot recognize 10 letters of the alphabet,If the 5-year-old child cannot write properly,Very confident,Confident,,No,No,True,,No,,,,,,,,,Start,,,Yes,,,,,Strongly disagree,True,True,True,True,True,,,,Strongly disagree,,Strongly agree,Strongly agree,,,True,True,,,,,Rarely,Almost always,No,Yes,Yes,No,Yes,No,,Almost always,Do not agree at all,Strongly disagree,Mother,,,True,,Strongly disagree,Strongly agree,,True,,,,OK,Strongly agree,,,,,
0,bulgarian,4445912.051,Ad2_Bebbo_Recruitment,4445912.051,4445912.051,4445912.051,2023-05-25 17:11:17.651+00:00,2023-06-18 06:48:14.054000+00:00,1894ac26-efea-426a-9897-fd60fb6ecdaa,5800848290020282,,4445912.051,3,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-08-08 17:46:46.105000+00:00,3921221739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,bulgarian,14.307,Ad1_Bebbo_Recruitment,223.357,490160.01260000013,700509.526,2023-04-10 16:21:41.757+00:00,2023-04-25 18:01:37.987000+00:00,288bfd33-e898-46d8-a762-95b59b24cd3e,5800932933367683,,175327.27399999998,2,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-05-03 20:36:47.513000+00:00,3617868681,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,OK,,OK,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kakdo,,,,,,,
0,bulgarian,8.898,Ad2_Bebbo_Recruitment,10.294,35.715699999999984,203.431,2023-03-27 00:48:40.598+00:00,2023-04-01 09:11:01.100000+00:00,ba7aee21-e433-4cb8-abb5-afbc4f457fb4,5802324029878641,,18.1245,1,UNICEF Bebbo Bulgaria v2,bebbobg2basebul,2023-04-01 09:14:24.531000+00:00,262926736,,,,No,,,,,,,,,Yes,,,,,,,,,University,,,,,,,,,OK,OK,,OK,,,,,,,,,,,Village,,,,,,,2,,43,Man,,,,,,,,,,,,,,,,,,,,,,,Бот смотан - ти си пират!,,,,,,,,
